EDMSID,SurveyCode,Line,Plate,Side,Object,X,Y,Z,MeasDateTime
INT,INT,INT,INT,CHAR,INT,FLOAT,FLOAT,FLOAT,LONGLONG
393878,30011,0,1,R,1,218.3300,100.6100,782.5000,20030624111944
393878,30012,0,1,R,2,-1.8800,100.2400,781.6100,20030624111944
393878,30013,0,1,R,3,-1.6200,0.5200,781.2300,20030624111944
393878,30014,0,1,R,4,-1.4400,-99.4900,780.9200,20030624111944
393878,30015,0,1,R,5,218.6700,-99.3800,781.9000,20030624111944
393878,30016,0,1,R,6,218.5200,0.5900,782.2000,20030624111944
393878,30101,0,2,R,1,0.3900,100.2100,2284.6300,20030624111944
393878,30102,0,2,R,2,220.6600,100.1400,2287.5000,20030624111944
393878,30103,0,2,R,3,220.5200,0.2200,2286.8400,20030624111944
393878,30104,0,2,R,4,220.5900,-99.5500,2286.2000,20030624111944
393878,30105,0,2,R,5,0.0800,-99.6200,2283.2100,20030624111944
393878,30106,0,2,R,6,0.4400,0.2800,2283.8900,20030624111944
393878,31011,1,1,R,1,1936.3800,100.4900,781.4500,20030624113834
393878,31012,1,1,R,2,1716.1900,100.5600,782.5100,20030624113834
393878,31013,1,1,R,3,1716.2400,0.8500,782.2200,20030624113834
393878,31014,1,1,R,4,1716.2600,-99.1700,781.9500,20030624113834
393878,31015,1,1,R,5,1936.3500,-99.4700,780.9900,20030624113834
393878,31016,1,1,R,6,1936.3900,0.5000,781.2100,20030624113834
393878,31101,1,2,R,1,1716.2000,99.6200,2283.6400,20030624113834
393878,31102,1,2,R,2,1936.4600,99.6800,2286.8500,20030624113834
393878,31103,1,2,R,3,1936.3800,-0.2300,2286.2000,20030624113834
393878,31104,1,2,R,4,1936.5100,-100.0000,2285.6400,20030624113834
393878,31105,1,2,R,5,1716.0200,-100.2200,2282.3100,20030624113834
393878,31106,1,2,R,6,1716.3100,-0.3100,2282.9700,20030624113834
393878,32011,2,1,R,1,2062.4400,100.3600,780.5800,20030624115625
393878,32012,2,1,R,2,1842.2500,100.3300,782.9600,20030624115625
393878,32013,2,1,R,3,1842.3800,0.6100,782.6100,20030624115625
393878,32014,2,1,R,4,1842.4100,-99.3900,782.3400,20030624115625
393878,32015,2,1,R,5,2062.5200,-99.6200,780.1000,20030624115625
393878,32016,2,1,R,6,2062.4900,0.3700,780.3700,20030624115625
393878,32101,2,2,R,1,1840.8400,99.5700,2283.6100,20030624115625
393878,32102,2,2,R,2,2061.1300,99.8500,2286.7300,20030624115625
393878,32103,2,2,R,3,2061.1300,-0.0700,2286.1200,20030624115625
393878,32104,2,2,R,4,2061.3500,-99.8500,2285.5300,20030624115625
393878,32105,2,2,R,5,1840.8500,-100.2600,2282.2900,20030624115625
393878,32106,2,2,R,6,1841.0500,-0.3500,2282.9300,20030624115625
393878,33011,3,1,R,1,2516.7700,100.1400,779.9200,20030624122340
393878,33012,3,1,R,2,2296.5400,99.9100,781.5500,20030624122340
393878,33013,3,1,R,3,2296.7400,0.1800,780.9800,20030624122340
393878,33014,3,1,R,4,2296.8500,-99.8500,780.4900,20030624122340
393878,33015,3,1,R,5,2516.9800,-99.8500,778.9700,20030624122340
393878,33016,3,1,R,6,2516.8900,0.1300,779.4200,20030624122340
393878,33101,3,2,R,1,2296.0000,99.6500,2283.0500,20030624122340
393878,33102,3,2,R,2,2516.2800,100.0300,2287.5100,20030624122340
393878,33103,3,2,R,3,2516.3200,0.1000,2286.7400,20030624122340
393878,33104,3,2,R,4,2516.5800,-99.6800,2285.9600,20030624122340
393878,33105,3,2,R,5,2296.1300,-100.1700,2281.3800,20030624122340
393878,33106,3,2,R,6,2296.2700,-0.2600,2282.1900,20030624122340
393878,34011,4,1,R,1,3064.4100,99.9900,779.1800,20030624124028
393878,34012,4,1,R,2,2844.2000,100.0000,780.8000,20030624124028
393878,34013,4,1,R,3,2844.3000,0.2700,780.5000,20030624124028
393878,34014,4,1,R,4,2844.3200,-99.7400,780.2200,20030624124028
393878,34015,4,1,R,5,3064.4200,-100.0000,778.7100,20030624124028
393878,34016,4,1,R,6,3064.4600,-0.0200,778.9200,20030624124028
393878,34101,4,2,R,1,2844.0200,99.5400,2282.5100,20030624124028
393878,34102,4,2,R,2,3064.3100,99.6100,2285.9400,20030624124028
393878,34103,4,2,R,3,3064.2000,-0.2900,2285.1200,20030624124028
393878,34104,4,2,R,4,3064.3500,-100.0800,2284.3500,20030624124028
393878,34105,4,2,R,5,2843.8500,-100.2900,2280.8200,20030624124028
393878,34106,4,2,R,6,2844.1400,-0.3700,2281.6400,20030624124028
393878,35011,5,1,R,1,3840.9100,100.2400,778.4600,20030624125447
393878,35012,5,1,R,2,3620.6900,100.3900,779.4200,20030624125447
393878,35013,5,1,R,3,3620.7000,0.6400,779.1100,20030624125447
393878,35014,5,1,R,4,3620.6500,-99.3500,778.8300,20030624125447
393878,35015,5,1,R,5,3840.7800,-99.7800,777.9800,20030624125447
393878,35016,5,1,R,6,3840.8700,0.2300,778.1700,20030624125447
393878,35101,5,2,R,1,3621.1200,99.6100,2284.7400,20030624125447
393878,35102,5,2,R,2,3841.3800,99.5400,2286.7800,20030624125447
393878,35103,5,2,R,3,3841.2100,-0.3900,2286.1100,20030624125447
393878,35104,5,2,R,4,3841.2900,-100.1700,2285.4600,20030624125447
393878,35105,5,2,R,5,3620.7700,-100.2300,2283.3400,20030624125447
393878,35106,5,2,R,6,3621.1200,-0.3200,2284.0500,20030624125447
393878,36011,6,1,R,1,4007.4100,100.4700,778.5900,20030624130811
393878,36012,6,1,R,2,3787.2000,99.9800,779.4300,20030624130811
393878,36013,6,1,R,3,3787.5200,0.2400,779.0500,20030624130811
393878,36014,6,1,R,4,3787.7900,-99.7600,778.7000,20030624130811
393878,36015,6,1,R,5,4007.9000,-99.5400,777.9800,20030624130811
393878,36016,6,1,R,6,4007.6900,0.4600,778.2800,20030624130811
393878,36101,6,2,R,1,3789.5400,99.4800,2284.4800,20030624130811
393878,36102,6,2,R,2,4009.8400,99.5900,2286.7000,20030624130811
393878,36103,6,2,R,3,4009.7500,-0.3200,2286.0000,20030624130811
393878,36104,6,2,R,4,4009.9100,-100.1000,2285.3400,20030624130811
393878,36105,6,2,R,5,3789.3800,-100.3600,2283.0300,20030624130811
393878,36106,6,2,R,6,3789.6700,-0.4500,2283.7500,20030624130811
400895,30011,0,1,R,1,218.8200,100.5300,781.6100,20030821102249
400895,30012,0,1,R,2,-1.4300,100.3200,781.3800,20030821102249
400895,30013,0,1,R,3,-1.2500,0.5900,781.1200,20030821102249
400895,30014,0,1,R,4,-1.1300,-99.4000,780.8700,20030821102249
400895,30015,0,1,R,5,218.9900,-99.4900,781.2300,20030821102249
400895,30016,0,1,R,6,218.9200,0.4800,781.3800,20030821102249
400895,30101,0,2,R,1,0.6700,100.2100,2283.3000,20030821102249
400895,30102,0,2,R,2,220.9600,100.1400,2286.8400,20030821102249
400895,30103,0,2,R,3,220.8100,0.2200,2286.1500,20030821102249
400895,30104,0,2,R,4,220.8800,-99.5500,2285.5500,20030821102249
400895,30105,0,2,R,5,0.4000,-99.5900,2281.8900,20030821102249
400895,30106,0,2,R,6,0.7500,0.3000,2282.6000,20030821102249
400895,31011,1,1,R,1,1936.8500,100.4700,781.4600,20030821104440
400895,31012,1,1,R,2,1716.6100,100.6300,782.9800,20030821104440
400895,31013,1,1,R,3,1716.6400,0.9200,782.7300,20030821104440
400895,31014,1,1,R,4,1716.6000,-99.1000,782.5200,20030821104440
400895,31015,1,1,R,5,1936.7300,-99.5200,781.1100,20030821104440
400895,31016,1,1,R,6,1936.8100,0.4600,781.2500,20030821104440
400895,31101,1,2,R,1,1716.1200,99.6100,2283.2700,20030821104440
400895,31102,1,2,R,2,1936.4000,99.6900,2286.7500,20030821104440
400895,31103,1,2,R,3,1936.3000,-0.2400,2286.1500,20030821104440
400895,31104,1,2,R,4,1936.4500,-100.0300,2285.5300,20030821104440
400895,31105,1,2,R,5,1715.9500,-100.2300,2281.9700,20030821104440
400895,31106,1,2,R,6,1716.2500,-0.3100,2282.6100,20030821104440
400895,32011,2,1,R,1,2061.7900,100.3500,781.1800,20030821110345
400895,32012,2,1,R,2,1841.5500,100.3200,781.8300,20030821110345
400895,32013,2,1,R,3,1841.6900,0.5900,781.5600,20030821110345
400895,32014,2,1,R,4,1841.7100,-99.4100,781.3400,20030821110345
400895,32015,2,1,R,5,2061.8900,-99.6500,780.8200,20030821110345
400895,32016,2,1,R,6,2061.8300,0.3500,780.9900,20030821110345
400895,32101,2,2,R,1,1840.9900,99.5900,2283.7600,20030821110345
400895,32102,2,2,R,2,2061.2600,99.8600,2285.7600,20030821110345
400895,32103,2,2,R,3,2061.2500,-0.1000,2285.1700,20030821110345
400895,32104,2,2,R,4,2061.4700,-99.8600,2284.5900,20030821110345
400895,32105,2,2,R,5,1840.9700,-100.2600,2282.4500,20030821110345
400895,32106,2,2,R,6,1841.1700,-0.3500,2283.1000,20030821110345
400895,33011,3,1,R,1,2516.9200,100.0700,780.3500,20030821111839
400895,33012,3,1,R,2,2296.6800,100.0500,780.1700,20030821111839
400895,33013,3,1,R,3,2296.8200,0.3000,779.7000,20030821111839
400895,33014,3,1,R,4,2296.8500,-99.7100,779.2700,20030821111839
400895,33015,3,1,R,5,2516.9800,-99.9400,779.5500,20030821111839
400895,33016,3,1,R,6,2516.9600,0.0600,779.9400,20030821111839
400895,33101,3,2,R,1,2296.0700,99.6600,2283.0900,20030821111839
400895,33102,3,2,R,2,2516.3400,100.0200,2287.3200,20030821111839
400895,33103,3,2,R,3,2516.3800,0.0900,2286.5600,20030821111839
400895,33104,3,2,R,4,2516.6600,-99.6700,2285.8000,20030821111839
400895,33105,3,2,R,5,2296.1700,-100.1700,2281.4400,20030821111839
400895,33106,3,2,R,6,2296.3200,-0.2500,2282.2800,20030821111839
400895,34011,4,1,R,1,3064.4700,99.9600,778.5800,20030821113301
400895,34012,4,1,R,2,2844.2300,100.0500,780.9900,20030821113301
400895,34013,4,1,R,3,2844.3000,0.3200,780.7400,20030821113301
400895,34014,4,1,R,4,2844.2600,-99.6900,780.4600,20030821113301
400895,34015,4,1,R,5,3064.3900,-100.0400,778.1700,20030821113301
400895,34016,4,1,R,6,3064.4500,-0.0700,778.3600,20030821113301
400895,34101,4,2,R,1,2844.5400,99.5500,2282.6700,20030821113301
400895,34102,4,2,R,2,3064.8300,99.6400,2285.2800,20030821113301
400895,34103,4,2,R,3,3064.7500,-0.3000,2284.4700,20030821113301
400895,34104,4,2,R,4,3064.8900,-100.0800,2283.7100,20030821113301
400895,34105,4,2,R,5,2844.4100,-100.3100,2280.9500,20030821113301
400895,34106,4,2,R,6,2844.6600,-0.3800,2281.7800,20030821113301
400895,35011,5,1,R,1,3841.7500,100.1300,776.9400,20030821115827
400895,35012,5,1,R,2,3621.5200,100.5100,779.0800,20030821115827
400895,35013,5,1,R,3,3621.4600,0.7800,778.8800,20030821115827
400895,35014,5,1,R,4,3621.3100,-99.2200,778.6900,20030821115827
400895,35015,5,1,R,5,3841.4300,-99.8700,776.6400,20030821115827
400895,35016,5,1,R,6,3841.6300,0.1300,776.7500,20030821115827
400895,35101,5,2,R,1,3621.8100,99.5900,2283.1000,20030821115827
400895,35102,5,2,R,2,3842.1500,99.5100,2287.3200,20030821115827
400895,35103,5,2,R,3,3842.0000,-0.4200,2286.6400,20030821115827
400895,35104,5,2,R,4,3842.0400,-100.2000,2286.0100,20030821115827
400895,35105,5,2,R,5,3621.5400,-100.2600,2281.6800,20030821115827
400895,35106,5,2,R,6,3621.9000,-0.3200,2282.4100,20030821115827
400895,36011,6,1,R,1,4007.8000,100.4200,777.8800,20030821122025
400895,36012,6,1,R,2,3787.5600,99.9600,779.4200,20030821122025
400895,36013,6,1,R,3,3787.8700,0.2200,779.1000,20030821122025
400895,36014,6,1,R,4,3787.9900,-99.7900,778.8400,20030821122025
400895,36015,6,1,R,5,4008.2200,-99.6000,777.4100,20030821122025
400895,36016,6,1,R,6,4008.0400,0.4000,777.5900,20030821122025
400895,36101,6,2,R,1,3789.5100,99.4700,2283.2600,20030821122025
400895,36102,6,2,R,2,4009.7700,99.5600,2287.2500,20030821122025
400895,36103,6,2,R,3,4009.7000,-0.3600,2286.5600,20030821122025
400895,36104,6,2,R,4,4009.8700,-100.1000,2285.8600,20030821122025
400895,36105,6,2,R,5,3789.3800,-100.3700,2281.7800,20030821122025
400895,36106,6,2,R,6,3789.6700,-0.4400,2282.5200,20030821122025
434292,30011,0,1,R,1,218.4800,100.6200,783.1400,20040113120357
434292,30012,0,1,R,2,-1.7300,100.2600,782.7400,20040113120357
434292,30013,0,1,R,3,-1.4800,0.5300,782.4000,20040113120357
434292,30014,0,1,R,4,-1.2900,-99.4700,782.1500,20040113120357
434292,30015,0,1,R,5,218.8400,-99.3800,782.7000,20040113120357
434292,30016,0,1,R,6,218.6800,0.5900,782.8800,20040113120357
434292,30101,0,2,R,1,0.2100,100.2100,2285.3900,20040113120357
434292,30102,0,2,R,2,220.4800,100.1400,2287.7600,20040113120357
434292,30103,0,2,R,3,220.3300,0.2200,2287.0600,20040113120357
434292,30104,0,2,R,4,220.3900,-99.5600,2286.4900,20040113120357
434292,30105,0,2,R,5,-0.1100,-99.6200,2283.9900,20040113120357
434292,30106,0,2,R,6,0.2600,0.2800,2284.7100,20040113120357
434292,31011,1,1,R,1,1937.5700,100.3900,780.9900,20040113125226
434292,31012,1,1,R,2,1717.3500,100.7000,783.9100,20040113125226
434292,31013,1,1,R,3,1717.2900,0.9900,783.6900,20040113125226
434292,31014,1,1,R,4,1717.1700,-99.0400,783.4700,20040113125226
434292,31015,1,1,R,5,1937.2700,-99.6300,780.6800,20040113125226
434292,31016,1,1,R,6,1937.4400,0.3600,780.8000,20040113125226
434292,31101,1,2,R,1,1715.6000,99.6000,2285.3800,20040113125226
434292,31102,1,2,R,2,1935.8900,99.6700,2286.1600,20040113125226
434292,31103,1,2,R,3,1935.7800,-0.2700,2285.5300,20040113125226
434292,31104,1,2,R,4,1935.9000,-100.0500,2284.9600,20040113125226
434292,31105,1,2,R,5,1715.4100,-100.2500,2284.0300,20040113125226
434292,31106,1,2,R,6,1715.7100,-0.3400,2284.7100,20040113125226
434292,32011,2,1,R,1,2061.9700,100.4100,781.9600,20040113130826
434292,32012,2,1,R,2,1841.7400,100.3100,783.9500,20040113130826
434292,32013,2,1,R,3,1841.8900,0.6000,783.6600,20040113130826
434292,32014,2,1,R,4,1841.9200,-99.4000,783.3300,20040113130826
434292,32015,2,1,R,5,2062.0500,-99.6000,781.5100,20040113130826
434292,32016,2,1,R,6,2062.0200,0.3800,781.7100,20040113130826
434292,32101,2,2,R,1,1841.5200,99.5700,2283.9700,20040113130826
434292,32102,2,2,R,2,2061.7700,99.8200,2287.7200,20040113130826
434292,32103,2,2,R,3,2061.7600,-0.1100,2287.1500,20040113130826
434292,32104,2,2,R,4,2061.9900,-99.8800,2286.5500,20040113130826
434292,32105,2,2,R,5,1841.5100,-100.2700,2282.6200,20040113130826
434292,32106,2,2,R,6,1841.7200,-0.3800,2283.2800,20040113130826
434292,33011,3,1,R,1,2516.8300,100.0300,780.8900,20040113132655
434292,33012,3,1,R,2,2296.6000,99.9700,781.1400,20040113132655
434292,33013,3,1,R,3,2296.7400,0.2500,780.6800,20040113132655
434292,33014,3,1,R,4,2296.7900,-99.7500,780.3000,20040113132655
434292,33015,3,1,R,5,2516.9000,-99.9800,780.0700,20040113132655
434292,33016,3,1,R,6,2516.9000,0.0100,780.4800,20040113132655
434292,33101,3,2,R,1,2295.6900,99.5900,2284.2300,20040113132655
434292,33102,3,2,R,2,2515.9600,99.9400,2287.1100,20040113132655
434292,33103,3,2,R,3,2516.0000,0.0200,2286.3300,20040113132655
434292,33104,3,2,R,4,2516.2300,-99.7700,2285.5900,20040113132655
434292,33105,3,2,R,5,2295.7600,-100.2300,2282.5800,20040113132655
434292,33106,3,2,R,6,2295.9000,-0.3300,2283.4400,20040113132655
434292,34011,4,1,R,1,3064.2000,99.9300,779.2800,20040113134800
434292,34012,4,1,R,2,2843.9800,99.9000,781.2000,20040113134800
434292,34013,4,1,R,3,2844.1000,0.1700,780.8900,20040113134800
434292,34014,4,1,R,4,2844.1300,-99.8400,780.6800,20040113134800
434292,34015,4,1,R,5,3064.2300,-100.0600,778.8400,20040113134800
434292,34016,4,1,R,6,3064.2300,-0.0800,779.0700,20040113134800
434292,34101,4,2,R,1,2844.0200,99.4400,2284.1500,20040113134800
434292,34102,4,2,R,2,3064.3300,99.5200,2285.4700,20040113134800
434292,34103,4,2,R,3,3064.2300,-0.4000,2284.6600,20040113134800
434292,34104,4,2,R,4,3064.3500,-100.1900,2283.8700,20040113134800
434292,34105,4,2,R,5,2843.8400,-100.4000,2282.4200,20040113134800
434292,34106,4,2,R,6,2844.1500,-0.4600,2283.2800,20040113134800
434292,35011,5,1,R,1,3841.2400,100.2000,778.4600,20040113140732
434292,35012,5,1,R,2,3620.9400,100.3800,780.5900,20040113140732
434292,35013,5,1,R,3,3621.0700,0.6500,780.3000,20040113140732
434292,35014,5,1,R,4,3621.0200,-99.3500,780.0600,20040113140732
434292,35015,5,1,R,5,3841.1100,-99.7900,778.0600,20040113140732
434292,35016,5,1,R,6,3841.2100,0.2000,778.2800,20040113140732
434292,35101,5,2,R,1,3622.1500,99.5200,2284.5800,20040113140732
434292,35102,5,2,R,2,3842.4300,99.4700,2287.9600,20040113140732
434292,35103,5,2,R,3,3842.2700,-0.4500,2287.3000,20040113140732
434292,35104,5,2,R,4,3842.3500,-100.2400,2286.6900,20040113140732
434292,35105,5,2,R,5,3621.8600,-100.3000,2283.1700,20040113140732
434292,35106,5,2,R,6,3622.2100,-0.3900,2283.8500,20040113140732
434292,36011,6,1,R,1,4008.2400,100.4400,778.2700,20040113142727
434292,36012,6,1,R,2,3788.0300,99.8800,780.8500,20040113142727
434292,36013,6,1,R,3,3788.3900,0.1500,780.5100,20040113142727
434292,36014,6,1,R,4,3788.6900,-99.8700,780.2200,20040113142727
434292,36015,6,1,R,5,4008.7900,-99.5500,777.7100,20040113142727
434292,36016,6,1,R,6,4008.5600,0.4400,777.9900,20040113142727
434292,36101,6,2,R,1,3789.7700,99.4000,2284.8300,20040113142727
434292,36102,6,2,R,2,4010.0500,99.5300,2287.2100,20040113142727
434292,36103,6,2,R,3,4009.9800,-0.4100,2286.5200,20040113142727
434292,36104,6,2,R,4,4010.1100,-100.1800,2285.8900,20040113142727
434292,36105,6,2,R,5,3789.6200,-100.4300,2283.3700,20040113142727
434292,36106,6,2,R,6,3789.8900,-0.5300,2284.0800,20040113142727
477452,30011,0,1,R,1,218.4600,100.6700,780.5900,20040611101704
477452,30012,0,1,R,2,-1.7500,100.2800,780.5400,20040611101704
477452,30013,0,1,R,3,-1.4700,0.5600,780.6300,20040611101704
477452,30014,0,1,R,4,-1.3000,-99.4400,780.8400,20040611101704
477452,30015,0,1,R,5,218.8300,-99.3200,781.0000,20040611101704
477452,30016,0,1,R,6,218.6800,0.6900,780.7900,20040611101704
477452,30101,0,2,R,1,1.0000,100.2300,2285.1100,20040611101704
477452,30102,0,2,R,2,221.2900,100.1700,2288.5200,20040611101704
477452,30103,0,2,R,3,221.1300,0.2400,2287.9000,20040611101704
477452,30104,0,2,R,4,221.2000,-99.5300,2287.2300,20040611101704
477452,30105,0,2,R,5,0.7000,-99.6000,2283.6600,20040611101704
477452,30106,0,2,R,6,1.0600,0.3000,2284.3400,20040611101704
477452,31011,1,1,R,1,1936.7400,100.5100,780.7300,20040611103602
477452,31012,1,1,R,2,1716.5100,100.5600,782.0400,20040611103602
477452,31013,1,1,R,3,1716.6100,0.8300,782.2200,20040611103602
477452,31014,1,1,R,4,1716.6300,-99.1700,782.4100,20040611103602
477452,31015,1,1,R,5,1936.7200,-99.5000,781.2100,20040611103602
477452,31016,1,1,R,6,1936.7600,0.4800,780.9400,20040611103602
477452,31101,1,2,R,1,1715.6300,99.6500,2285.1600,20040611103602
477452,31102,1,2,R,2,1935.9300,99.7400,2286.8100,20040611103602
477452,31103,1,2,R,3,1935.8300,-0.1800,2286.2000,20040611103602
477452,31104,1,2,R,4,1935.9600,-99.9700,2285.5700,20040611103602
477452,31105,1,2,R,5,1715.4500,-100.1900,2283.8000,20040611103602
477452,31106,1,2,R,6,1715.7300,-0.2600,2284.5000,20040611103602
477452,32011,2,1,R,1,2062.4400,100.4500,779.1400,20040611105109
477452,32012,2,1,R,2,1842.2200,100.3400,782.3800,20040611105109
477452,32013,2,1,R,3,1842.3900,0.6200,782.5400,20040611105109
477452,32014,2,1,R,4,1842.4800,-99.4000,782.6800,20040611105109
477452,32015,2,1,R,5,2062.5600,-99.5400,779.5800,20040611105109
477452,32016,2,1,R,6,2062.5200,0.4300,779.3000,20040611105109
477452,32101,2,2,R,1,1841.1800,99.6200,2284.5100,20040611105109
477452,32102,2,2,R,2,2061.4800,99.8700,2286.7500,20040611105109
477452,32103,2,2,R,3,2061.4600,-0.0500,2286.1600,20040611105109
477452,32104,2,2,R,4,2061.6700,-99.8300,2285.5600,20040611105109
477452,32105,2,2,R,5,1841.1600,-100.2100,2283.1800,20040611105109
477452,32106,2,2,R,6,1841.3600,-0.3000,2283.8500,20040611105109
477452,33011,3,1,R,1,2517.2800,100.1400,778.9100,20040611110630
477452,33012,3,1,R,2,2297.0700,99.9100,780.7700,20040611110630
477452,33013,3,1,R,3,2297.2800,0.1900,780.7000,20040611110630
477452,33014,3,1,R,4,2297.4200,-99.8300,780.6300,20040611110630
477452,33015,3,1,R,5,2517.5500,-99.8500,778.8900,20040611110630
477452,33016,3,1,R,6,2517.4300,0.1500,778.9100,20040611110630
477452,33101,3,2,R,1,2295.8100,99.6400,2283.5000,20040611110630
477452,33102,3,2,R,2,2516.0700,99.9700,2287.7700,20040611110630
477452,33103,3,2,R,3,2516.1000,0.0400,2286.9800,20040611110630
477452,33104,3,2,R,4,2516.3600,-99.7000,2286.2200,20040611110630
477452,33105,3,2,R,5,2295.8900,-100.1700,2281.8700,20040611110630
477452,33106,3,2,R,6,2296.0400,-0.2600,2282.7200,20040611110630
477452,34011,4,1,R,1,3064.3700,99.9900,777.4900,20040611112543
477452,34012,4,1,R,2,2844.1600,99.9300,779.9200,20040611112543
477452,34013,4,1,R,3,2844.3000,0.2000,780.0700,20040611112543
477452,34014,4,1,R,4,2844.3600,-99.8000,780.2200,20040611112543
477452,34015,4,1,R,5,3064.4400,-100.0100,777.9300,20040611112543
477452,34016,4,1,R,6,3064.4400,-0.0200,777.7000,20040611112543
477452,34101,4,2,R,1,2843.8800,99.4600,2284.1100,20040611112543
477452,34102,4,2,R,2,3064.1900,99.5300,2286.1600,20040611112543
477452,34103,4,2,R,3,3064.1000,-0.3900,2285.3000,20040611112543
477452,34104,4,2,R,4,3064.2300,-100.1800,2284.5700,20040611112543
477452,34105,4,2,R,5,2843.7100,-100.3800,2282.4100,20040611112543
477452,34106,4,2,R,6,2844.0000,-0.4600,2283.2500,20040611112543
477452,35011,5,1,R,1,3841.1000,100.3100,776.3200,20040611114203
477452,35012,5,1,R,2,3620.9100,100.3200,779.0300,20040611114203
477452,35013,5,1,R,3,3621.0100,0.5800,779.1300,20040611114203
477452,35014,5,1,R,4,3621.0300,-99.4300,779.3200,20040611114203
477452,35015,5,1,R,5,3841.1500,-99.7000,776.6800,20040611114203
477452,35016,5,1,R,6,3841.1800,0.3000,776.5200,20040611114203
477452,35101,5,2,R,1,3621.3200,99.6200,2285.4200,20040611114203
477452,35102,5,2,R,2,3841.5900,99.5400,2287.8600,20040611114203
477452,35103,5,2,R,3,3841.4300,-0.3800,2287.1600,20040611114203
477452,35104,5,2,R,4,3841.5000,-100.1500,2286.5400,20040611114203
477452,35105,5,2,R,5,3621.0000,-100.2100,2284.0300,20040611114203
477452,35106,5,2,R,6,3621.3500,-0.3000,2284.6700,20040611114203
477452,36011,6,1,R,1,4008.1100,100.5500,776.6300,20040611115710
477452,36012,6,1,R,2,3787.9200,100.0500,779.7800,20040611115710
477452,36013,6,1,R,3,3788.2600,0.3000,779.8200,20040611115710
477452,36014,6,1,R,4,3788.5200,-99.7100,779.9800,20040611115710
477452,36015,6,1,R,5,4008.6200,-99.4700,776.9600,20040611115710
477452,36016,6,1,R,6,4008.4000,0.5100,776.7900,20040611115710
477452,36101,6,2,R,1,3789.1400,99.4900,2284.6400,20040611115710
477452,36102,6,2,R,2,4009.4200,99.6000,2287.3300,20040611115710
477452,36103,6,2,R,3,4009.3500,-0.3400,2286.6200,20040611115710
477452,36104,6,2,R,4,4009.4600,-100.1000,2285.9700,20040611115710
477452,36105,6,2,R,5,3789.0100,-100.3400,2283.1800,20040611115710
477452,36106,6,2,R,6,3789.2800,-0.4200,2283.8700,20040611115710
554665,30011,0,1,R,1,218.7100,100.6200,780.4500,20050127115807
554665,30012,0,1,R,2,-1.5100,100.2300,781.5200,20050127115807
554665,30013,0,1,R,3,-1.2200,0.5100,781.6500,20050127115807
554665,30014,0,1,R,4,-1.0300,-99.4900,781.7900,20050127115807
554665,30015,0,1,R,5,219.0800,-99.3800,780.8300,20050127115807
554665,30016,0,1,R,6,218.9000,0.6000,780.6300,20050127115807
554665,30101,0,2,R,1,0.9900,100.1600,2284.7400,20050127115807
554665,30102,0,2,R,2,221.2400,100.1200,2288.4200,20050127115807
554665,30103,0,2,R,3,221.1100,0.2000,2287.7800,20050127115807
554665,30104,0,2,R,4,221.1800,-99.5800,2287.0900,20050127115807
554665,30105,0,2,R,5,0.6800,-99.6500,2283.3100,20050127115807
554665,30106,0,2,R,6,1.0400,0.2500,2284.0400,20050127115807
554665,31011,1,1,R,1,1936.8600,100.4700,780.4800,20050127122653
554665,31012,1,1,R,2,1716.6600,100.5300,782.5300,20050127122653
554665,31013,1,1,R,3,1716.7300,0.8000,782.6800,20050127122653
554665,31014,1,1,R,4,1716.7400,-99.2000,782.8900,20050127122653
554665,31015,1,1,R,5,1936.8500,-99.5400,780.9900,20050127122653
554665,31016,1,1,R,6,1936.8700,0.4400,780.7000,20050127122653
554665,31101,1,2,R,1,1716.1800,99.5900,2284.6000,20050127122653
554665,31102,1,2,R,2,1936.4900,99.6800,2286.6500,20050127122653
554665,31103,1,2,R,3,1936.4000,-0.2400,2286.0200,20050127122653
554665,31104,1,2,R,4,1936.5200,-100.0100,2285.4100,20050127122653
554665,31105,1,2,R,5,1715.9900,-100.2400,2283.2700,20050127122653
554665,31106,1,2,R,6,1716.3200,-0.3100,2283.9500,20050127122653
554665,32011,2,1,R,1,2062.6600,100.3900,778.9000,20050127124619
554665,32012,2,1,R,2,1842.4700,100.2900,782.0100,20050127124619
554665,32013,2,1,R,3,1842.6300,0.5700,782.1200,20050127124619
554665,32014,2,1,R,4,1842.7100,-99.4400,782.2900,20050127124619
554665,32015,2,1,R,5,2062.8200,-99.5900,779.3200,20050127124619
554665,32016,2,1,R,6,2062.7500,0.3800,779.0900,20050127124619
554665,32101,2,2,R,1,1841.4200,99.5400,2283.8700,20050127124619
554665,32102,2,2,R,2,2061.7100,99.7800,2287.6900,20050127124619
554665,32103,2,2,R,3,2061.6800,-0.1500,2287.0800,20050127124619
554665,32104,2,2,R,4,2061.9100,-99.9300,2286.4500,20050127124619
554665,32105,2,2,R,5,1841.4000,-100.3000,2282.5500,20050127124619
554665,32106,2,2,R,6,1841.6300,-0.3800,2283.2300,20050127124619
554665,33011,3,1,R,1,2517.3700,100.0800,779.2600,20050127130345
554665,33012,3,1,R,2,2297.1500,99.8600,780.0400,20050127130345
554665,33013,3,1,R,3,2297.3600,0.1400,779.9500,20050127130345
554665,33014,3,1,R,4,2297.4600,-99.8400,779.8800,20050127130345
554665,33015,3,1,R,5,2517.6000,-99.9300,779.2700,20050127130345
